,comp_name,description,business_model,customer,keywords,stage,total_funding,num_investors,date_founded,location,employees,website
1764,vaware labs,"Vaware Labs is an Agile company for web development, mobile, digital, marketing, web positioning (Google, Analytics, SEO, SEM, email marketing, social networks,…) and UI/UX design.","Consultancy & Agency, Saas",,Digital Content & MediaRobotics & Collaborative Robotics Undisclosed Funding,-,,, 2020,,0,http://startupshub.catalonia.com
1765,vaxes,"We are a platform built as a marketplace. As a business model we have in Vaxes 2 forms of income. The first consists of 3 legal consultation packages with a monthly fee. The second assumes 30% of the price of the legal project budgeted at a price closed to the client. In Vaxes we market our services online with SEM campaigns, with SEO positioning and above all with inbound marketing.","Consultancy & Agency, Marketplace",,LegaltechAI & Big Data Pre-seed,Pre-seed,,, 2014,,6,http://startupshub.catalonia.com
1766,vegtus,It is a firm that works with 100% vegan leather manufactured in the Spanish State. It is a unique brand that is committed to the innovation of vegan leather extracted from the cactus. Its flagship product is sneakers.,"Development & Manufacturing, Ecommerce & Trade, Subscription",,Fashion & DesignSustainable materials Undisclosed Funding,-,,, 2020,,0,http://startupshub.catalonia.com
1767,venditec,"Venditec bases its business model on its payments management platform, Checkowt.",Saas,,FintechCloud & Edge Computing Pre-seed,Pre-seed,,, 2016,,2,http://startupshub.catalonia.com
1768,venturi,"Venturi UTech is a startup that aims to provide its customers with high-performance UAVs. We focus on applications where endurance is a key driver, offering integrated platforms to companies that use drone technology.",R+D+I Services,,ICT & MobileAR/VR Undisclosed Funding,-,,, 2016,,0,http://startupshub.catalonia.com
1769,vermut,This startup has created a platform for activities and leisure designed for people over 55 years old.,"Marketplace, Software licence",,Community & Social networkAI & Big Data Seed,Seed,,, 2020,,0,http://startupshub.catalonia.com
1770,verone,Verone is a jewelery rental platform in Europe to offer its users to wear high quality jewelery by subscription.,Ecommerce & Trade,,Fashion & DesignNo technology assigned Seed,Seed,,, 2018,,0,http://startupshub.catalonia.com
1771,veteasy,"VetEasy, a platform that aggregates veterinary centers and specialists and allows the pet owner to find, contact and book appointments through the web immediately, easily and safely, as well as to find promotions related to the pet's health.","Advertising, Marketplace, R+D+I Services, Saas, Other types of licence",,HealthtechCloud & Edge ComputingDigital Health  Pre-seed,Pre-seed,,, 2021,,60,http://startupshub.catalonia.com
1772,via famílies,"ViaFamilies is an international platform for collaborative economy among families and students that does not involve agencies or intermediaries and provides an innovative alternative to existing student exchanges solutions. The service combines the best features of current language exchange programmes while avoiding their drawbacks. In so doing, viaFamilies offers a trustworthy platform that makes the exchange experience easier, safer and more convenient for both families and students.",Marketplace,,Community & Social networkConnectivityTraveltech & Leisure Cybersecurity  Pre-seed,Pre-seed,,, 2015,,3,http://startupshub.catalonia.com
1773,viagedia,Travel company for groups,Marketplace,,Traveltech & LeisureAI & Big Data Undisclosed Funding,-,,, 2019,,0,http://startupshub.catalonia.com
1774,vintra,Vintra makes AI-powered video analytics solutions that transform any video into actionable and tailored intelligence.,R+D+I Services,,Digital Content & MediaAI & Big Data Undisclosed Funding,-,,, 2016,,0,http://startupshub.catalonia.com
1775,viridis,We created the the app that helps companies make their sustainable actions known to end customers to increase their recognition. Showing the environmental footprint of the products to the final customers.,"Consultancy & Agency, Other types of licence, Subscription",,Green & EnergytechNo technology assignedBusiness Services & Software  Pre-seed,Pre-seed,,,,,3,http://startupshub.catalonia.com
1776,virtual bodyworks,"Immersive virtual reality with applications in medical and social rehabilitation. Virtual Bodyworks is a company committed to improving lives by harnessing the power of scientifically-proven breakthrough technology. Our company specialises in immersive virtual reality focused on medical and psychological rehabilitation. Founded by scientists world renowned for their work in VR, we offer products that integrate a unique combination of computer science engineering, neuroscience and psychology.","Consultancy & Agency, R+D+I Services, Software licence",,Digital Content & MediaAR/VR Seed,Seed,,, 2013,,11,http://startupshub.catalonia.com
1777,virtualandgo.com,"Delivering a 360º booking platform aimed for professionals and businesses all sizes to search, compare and book in 3 simple steps modern workspaces.

Virtual Office - Meeting Rooms - CoWorking spaces - Event spaces

We work with the best selection of partners nation wide offering selected workspaces in prime areas for companies, entrepreneurs, freelancers, and mobile workers.","Advertising, Ecommerce & Trade, Marketplace, Software licence",,ProptechConnectivity Pre-seed,Pre-seed,,, 2012,,2,http://startupshub.catalonia.com
1778,virtuo,"Virtuo is a company that provides car rentals that makes owning a car completely redundant, freeing you and our cities from the burden of car ownership. In a world inundated with short-distance mobility solutions, we provide an unparalleled car on-demand experience, designed for longer trips.",Others,,Sustainable mobilityConnectivity Undisclosed Funding,-,,, 2019,,0,http://startupshub.catalonia.com
1779,visionario,Change your vision of the world. Premium acetate and high quality lenses powered by Carl Zeiss Vision.,"Development & Manufacturing, Ecommerce & Trade",,Fashion & DesignIoT & Sensors Seed,Seed,,, 2015,,15,http://startupshub.catalonia.com
1780,visualifear,"ARStudio is a SaaS digital platform, for building customizable games and AR experiences. ARStudio has a dashboard of analytics to monitor the impact of each AR campaign. We offer our technology to marketing agencies and we also work directly for brands.","Saas, Subscription",,GamingAR/VR Pre-seed,Pre-seed,,, 2020,,4,http://startupshub.catalonia.com
1781,vitaance,Vitaance is a new insurtech start-up in the life insurance industry,Subscription,,FintechAI & Big Data Series A,Series A,,, 2021,,0,http://startupshub.catalonia.com
1782,viume,"Viume relies on computer vision and AI to generate four main modules: merchandising assistant, dynamic personalization, digital sales assistant and hypersearch.","Saas, Software licence",,Business Services & SoftwareAI & Big Data Pre-seed,Pre-seed,,, 2017,,1,http://startupshub.catalonia.com
1783,viuho,Vihuo is a global emergencies management service via satellite.,Ecommerce & Trade,,ICT & MobileIoT & SensorsSports  Seed,Seed,,, 2015,,3,http://startupshub.catalonia.com
1784,viwom,Viwos enable its clients to add videos to marketing and branding campaigns. This platform is very handy as makes increase the CTR up to 280%.,,,AdtechCloud & Edge Computing Undisclosed Funding,-,,, 2013,,0,http://startupshub.catalonia.com
1785,voctro labs,"At Voctro Labs we develop and license our voice technologies worldwide under the brand VOICEFUL. Customers are creative media companies in the music, videogames, app, advertising and film industries. With 15+ years of applied research experience at MTG-UPF, our team has worked on several international industrial and academic innovation projects and collaborated with companies such as Yamaha, Corp. (Japan) with public funding from the European Commission (FP7 and H2020 Programs).","Consultancy & Agency, Software licence, Other types of licence",,Digital Content & MediaAI & Big DataICT & Mobile  Seed,Seed,,, 2011,,7,http://startupshub.catalonia.com
1786,vodity,"www.vodity.tv is a digital platform that, depending on the user's choice and prior payment thereby, offers services of book downloading and a la carte video streaming or, in other words, online and without the need to download them.",Ecommerce & Trade,,Digital Content & MediaCloud & Edge Computing Pre-seed,Pre-seed,,, 2013,,2,http://startupshub.catalonia.com
1787,voila,"Edible cutlery makers, the most delicious, sustainable and fun alternative to plastic cutlery. Use and throw; is to pollute.",Development & Manufacturing,,FoodtechNo technology assigned Undisclosed Funding,-,,, 2020,,0,http://startupshub.catalonia.com
1788,voitic,Voitic is a telecommunications operator with voice over IP solutions for companies and professionals.,Consultancy & Agency,,ICT & MobileConnectivity Seed,Seed,,, 2014,,7,http://startupshub.catalonia.com
1789,voize,"It is a contract of a company that offers a cloud telephony service, professional, collaborative, for teams and manageable from the mobile.","R+D+I Services, Saas, Software licence",,ICT & MobileCloud & Edge Computing Pre-seed,Pre-seed,,, 2017,,16,http://startupshub.catalonia.com
1790,volava,"Volava is an interactive fitness platform, our technology allows us to connect, at any time and place, our clients with the ideal training by issuing sessions led by an instructor.",,,SportsAR/VR Series A,Series A,,, 2017,,0,http://startupshub.catalonia.com
1791,volotea,Volotea is one of the independent airlines in Europe based in 16 different European mid-sized capitals.,,,Traveltech & LeisureAI & Big Data Series A,Series A,,, 2015,,0,http://startupshub.catalonia.com
1792,volta networks,The first cloud-native routing platform - reduces total cost of ownership by 90% compared to legacy routers,R+D+I Services,,ICT & MobileConnectivity Undisclosed Funding,-,,, 2015,,0,http://startupshub.catalonia.com
1793,voting blockchain plattform,SaaS Blockchain Voting Platform,R+D+I Services,,Community & Social networkDLT/BlockchainBusiness Services & Software Digital Content & Media Ecommerce ICT & Mobile Sustainable mobility AI & Big Data Cloud & Edge Computing Connectivity  Pre-seed,Pre-seed,,, 2019,,2,http://startupshub.catalonia.com
1794,vreasy,"Distributor of  the Vreasy property and guest management system for vacation rentals.   Vreasy is used by hundreds of property managers and agencies to automate the marketing, logistics and owner management for thousands of rental apartments around the world.  Vreasy is the guest experience authority and helps agencies enhance and monetize the guests' trip.   The company has partnerships with Airbnb, Booking.com, TripAdvisor, HomeAway and others.",Saas,,Traveltech & LeisureAI & Big Data Seed,Seed,,, 2015,,0,http://startupshub.catalonia.com
1795,washaby,Washaby is a DNVB of great quality eco-cleaning capsules (laundry dishwashing & surface cleaners) regularly delivered to the customer's mailbox in an eco-responsible packaging. With up to a 20% lower price than eco & non-eco products found in traditional channels.,Software licence,,EcommerceRecycling & Recovery Undisclosed Funding,-,,, 2020,,0,http://startupshub.catalonia.com
1796,weecover,"Somos la tecnología que transforma tu idea de seguro y especialistas en la integración de soluciones aseguradoras en los procesos de compra online. Trabajamos para que las compañías puedan ofrecer un elemento diferenciador y de valor añadido como es el seguro, y todo, con un solo clic.",,,FintechAutomation Series A,Series A,,, 2019,,0,http://startupshub.catalonia.com
1797,westwing,"Westwing is an online platform and company that provides products and services related to interior designing. It provides its users with products such as garden furniture, beds, lamps, mattresses, furniture, wall units, tables, and much more.",,,Fashion & DesignAI & Big Data Undisclosed Funding,-,,, 2012,,0,http://startupshub.catalonia.com
1798,wetribu,WeTribu is the exclusive community of founders and CEOs who want to generate a positive impact in their organizations and in society,Subscription,,Business Services & SoftwareConnectivity Undisclosed Funding,-,,, 2020,,0,http://startupshub.catalonia.com
1799,wind mobility,"We offer our services to cities, companies, hotels and universities with many different solutions from hourly/daily rents and employee bonus programs for our clients.","Development & Manufacturing, Saas",,Sustainable mobilityIoT & Sensors Seed,Seed,,, 2019,,30,http://startupshub.catalonia.com
1800,witech,"Design and manufacture of galvanised wire production plants. Use of new more environmentally-friendly, efficient, compact and ergonomic technologies.",Development & Manufacturing,,Business Services & SoftwareRobotics & Collaborative Robotics Series B,Series B,,, 2014,,6,http://startupshub.catalonia.com
1801,witeklab,"Design and manufactures sensors for civil engineerign and big infrastructures monitoring, to improve industrial processes, reduces wastes, accidents, save construction time and costs.",Development & Manufacturing,,ICT & MobileIoT & SensorsAutomation  Pre-seed,Pre-seed,,, 2017,,1,http://startupshub.catalonia.com
1802,wizards esports club,"Wizards Club is synonymous with history and success. With a humble origin and with hard work for the flag, it quickly establishes itself as one of the dominant clubs in the Spanish panorama and a recognized brand at an international level.","Advertising, Consultancy & Agency, Ecommerce & Trade, Saas, Software licence",,GamingCloud & Edge Computing Seed,Seed,,, 2017,,3,http://startupshub.catalonia.com
1803,wonderkids,"WONDERKIDS es una app gratuita para familias que tiene como objetivo ayudarlas a encontrar planes o servicios pensados para niños o para realizar en familia rápidamente y con las máximas garantías de éxito, cerca de su ubicación o próximo destino, en un contexto de sobresaturación de oferta y elevado gasto en ocio por parte de las familias. Las empresas tienen a su disposición un canal especializado e hipersegmentado de alto valor para aumentar su visibilidad y captación de clientes.","Marketplace, Saas",,Traveltech & LeisureConnectivity Pre-seed,Pre-seed,,, 2016,,4,http://startupshub.catalonia.com
1804,wongo.co,A mobile app where people with one action can sell all their products in all the market platforms.,Ecommerce & Trade,,EcommerceAI & Big Data Seed,Seed,,, 2014,,4,http://startupshub.catalonia.com
1805,workdeck,"Workdeck is a Digital Workplace Platform for mid-market knowledge enterprises. It is a seamless multi-featured SaaS that connects, automates & synchronises critial work processes (projects, tasks, resource planning, reporting) & integrates them with time tracking, leave & calendar management, & backoffice (purchases, travel & expenses), to deliver greater efficiencies and productivity.  Equipped with Artificial Intelligence tools, Workdeck also improves decision making, planning & forecasting.",Saas,,Business Services & SoftwareCloud & Edge Computing Seed,Seed,,, 2015,,4,http://startupshub.catalonia.com
1806,wsn,World Satellite Networks operates telecommunications and drones to control pests ant maritime connectivity.,"Consultancy & Agency, R+D+I Services, Saas",,ICT & MobileConnectivityAdtech Fashion & Design Sustainable mobility Traveltech & Leisure Cloud & Edge Computing  Seed,Seed,,, 2014,,11,http://startupshub.catalonia.com
1807,www.estabilitas.com,eStablitas is an online platform that helps to fins the right psicologist to clients and perform online treatments through Skype.,,,HealthtechCloud & Edge Computing Undisclosed Funding,-,,, 2013,,0,http://startupshub.catalonia.com
1808,waapiti,"Waapiti, SL is a company that offers B2B digital signage services. We design and develop a hardware and software solution that allows you to control and manage content and channels in your displays. We provide an intuitive content management platform: co-manageable, web-based and hosted in the cloud to ensure stability and scalability.","Saas, Software licence, Subscription",,Digital Content & MediaCloud & Edge ComputingAI & Big Data IoT & Sensors Connectivity Automation Digital Health  Pre-seed,Pre-seed,,, 2011,,6,http://startupshub.catalonia.com
1809,wacaflow,"Nuestro modelo de negocio se basa en las ventas online y en acuerdos con grupos de trabajadores. Conseguimos una alta tasa de repetición (74% en enero) gracias a la variedad de los menus,  entregamos antes de que entre el hambre y ofrecemos calidad. Una de nuestras grandes ventajas competitivas es el precio dinámico: cuanto antes pidan,  mas barato les sale.","Ecommerce & Trade, Subscription",,FoodtechAI & Big Data Seed,Seed,,, 2019,,180,http://startupshub.catalonia.com
1810,walkmod,walkmod is an open source tool for applying and sharing your own code conventions.,Consultancy & Agency,,Community & Social networkCloud & Edge Computing Undisclosed Funding,-,,, 2014,,0,http://startupshub.catalonia.com
1811,wallapop,App for second-hand purchase-sale. Wallapop is a hyper-local mobile marketplace for buying and selling second-hand goods. Our mission is to offer our users the best street trading experience around the world.,Marketplace,,EcommerceAI & Big Data Series C,Series C,,, 2013,,87,http://startupshub.catalonia.com
1812,wallo,Wallo is a personal finance service that helps people to track and manage their money easily and for free. Wallo provides timely customized recommendations on the smartest deals from service providers.,"Advertising, Saas",,FintechAI & Big Data Seed,Seed,,, 2011,,5,http://startupshub.catalonia.com
1813,wappa technology,Create and share live videos while watching your friends' reactions.,Software licence,,Digital Content & MediaCloud & Edge ComputingTraveltech & Leisure  Pre-seed,Pre-seed,,, 2014,,0,http://startupshub.catalonia.com
1814,washa logistics sl,Marketplace to connect companies to share spaces.,Marketplace,,Logistic TechAI & Big Data Undisclosed Funding,-,,, 2020,,0,http://startupshub.catalonia.com
1815,washrocks,Washrocks is a laundry and dry cleaning delivery app 24/7 .,Ecommerce & Trade,,Logistic TechAI & Big Data Seed,Seed,,, 2014,,10,http://startupshub.catalonia.com
1816,wastip,"A enterprise that has created a comprehensive waste management platform. It is a tool that facilitates the comprehensive management of landfills and improves the efficiency, control and transparency of the service.","Consultancy & Agency, R+D+I Services",,Digital Content & MediaCloud & Edge Computing Undisclosed Funding,-,,, 2017,,0,http://startupshub.catalonia.com
1817,watchity,"We'll bring the power of professional live video to every organization Watchity is the first cloud-based live video production platform that allows users without previous experience in video production to create high quality live video productions in a simple and affordable way. With Watchity, they can use low-cost wireless cameras and smartphones instead of expensive broadcast cameras, and browser-based live editing tools instead of complex mobile unit trucks.",Saas,,Digital Content & MediaConnectivityCommunity & Social network  Series A,Series A,,, 2015,,14,http://startupshub.catalonia.com
1818,waterologies,"Waterologies know whow merges the most advanced research in electrochemistry, nanotechnology and biosensor technology in water engineering. The technologies in which Waterologies´ industrial equipment are based on, consist in the production of disinfectants respectful to the environment. Waterologies incorporates portable drinkable water devices by smartphone applied to intelligent purification equipment and water treatment.","Development & Manufacturing, R+D+I Services",,Green & EnergytechIoT & SensorsAdtech Recycling & Recovery  Pre-seed,Pre-seed,,, 2013,,7,http://startupshub.catalonia.com
1819,wattabit,"WATTABIT is an online platform which transforms energy (Watts) into information (bits), facilitating the energy management related decision making process.",R+D+I Services,,Green & EnergytechIoT & Sensors Pre-seed,Pre-seed,,, 2013,,0,http://startupshub.catalonia.com
1820,wattacars,"Our Company is an online Marketplace specializing in Electric Car Rental. We act as an agent for other companies that have electric (and hybrid) fleets to rent, help customers and offer information about Hotels that have charging points.",Marketplace,,Sustainable mobilityElectric Vehicle & MicromobilityTraveltech & Leisure  Pre-seed,Pre-seed,,, 2015,,1,http://startupshub.catalonia.com
1821,wavee,"We develop membership sites to improve communication and knowledge sharing within groups of all kinds. Wavee also includes a fully-integrated marketplace that helps monetize the community's activity, and Business Intelligence tools that offer our clients all the information they need to make the most of their membership sites.","Advertising, Development & Manufacturing, Marketplace, Saas, Software licence",,Community & Social networkCloud & Edge ComputingAdtech Business Services & Software Digital Content & Media ICT & Mobile  Seed,Seed,,, 2014,,5,http://startupshub.catalonia.com
1822,wavier-project x,Crowdfunding platform for musical events.,"Ecommerce & Trade, Marketplace",,Digital Content & MediaAI & Big Data Pre-seed,Pre-seed,,, 2014,,0,http://startupshub.catalonia.com
1823,wayalia,Wayalia is a startup that provides social health care services for the elderly and dependent adults.,R+D+I Services,,HealthtechAI & Big Data Undisclosed Funding,-,,, 2017,,0,http://startupshub.catalonia.com
1824,waynabox,"Spontaneous citybreaks to a surprise destination for the pre-established price of €150. Two days before departure, travelers discover where they are flying.",Ecommerce & Trade,,Traveltech & LeisureAI & Big Data Series A,Series A,,, 2014,,15,http://startupshub.catalonia.com
1825,wear technologies,WeAR Technologies help patients and therapists to improve and accelerate the physical rehabilitation process.,,,HealthtechIoT & Sensors Seed,Seed,,, 2017,,3,http://startupshub.catalonia.com
1826,wefish - fishing diary and forecast,"Wefish is the sport fishing app you were looking for: simple, interactive, social and confidential. Create your fishing diary with private location, get the best weather forecasts and fishing predictions, discover your most effective fishing spots, meet and learn from anglers from all over the world… And much more!",,,ICT & MobileAI & Big Data Seed,Seed,,,,,0,http://startupshub.catalonia.com
1827,wefitter,"WeFitter is a gamification fitness platform that promotes, motivates and rewards active and healthy lifestyles. Our aim is to motivate and encourage end-users to be more consistent in their physical activity and turn it into a lifelong habit. Users can connect their workout with any tracking app, wearables or gym machines. The data workout is sent to WeFitter and is converted in points. People may then establish discounts, challenges or compete against other users or friends.","Saas, Software licence",,HealthtechAI & Big DataHardware Sports Beauty & Personal care  Seed,Seed,,, 2015,,0,http://startupshub.catalonia.com
1828,wesmartpark,"WeSmartPark (WSP) promotes the collaborative economy by providing access to otherwise unused or underused parking lots in densely populated cities. Equipment is installed, cost-free for the parking lot or parking space owner, to track availability and occupancy in real time. WSP offers parking for at least 60% lower than the average cost and recovers the investment by sharing the income equally (50/50) with the parking lot owner. The patented technology is unique and allows for the number of parking lots in a city to be doubled. Drivers can view, reserve and find parking spaces via web browser or our mobile app (APP), using what GooglePlay describes as the best sector APP.",Ecommerce & Trade,,Sustainable mobilityIoT & Sensors Series A,Series A,,, 2012,,7,http://startupshub.catalonia.com
1829,web design sun®,We are Web Design and Development Fully Remote Company focused on Client’s Results and Revenue.,,,Digital Content & MediaAI & Big Data Series A,Series A,,, 2015,,0,http://startupshub.catalonia.com
1830,webdom labs,We create photovoltaic installation monitoring systems.,"Development & Manufacturing, Software licence",,Green & EnergytechIoT & SensorsAI & Big Data Cloud & Edge Computing Connectivity Automation  Seed,Seed,,, 2011,,1,http://startupshub.catalonia.com
1831,wemuse,"wemuse is the first app specifically designed to help companies with their product selection. Using wemuse you can obtain instantly feedback from your teams on your phone. You can share your company's products with those who know your customers' preferences better: your employees. 



You can also receive recommendations and feedback about your stock in shop and about those items that lacks your collection but your customers are asking for.",Saas,,ICT & MobileCloud & Edge Computing Pre-seed,Pre-seed,,, 2018,,1,http://startupshub.catalonia.com
1832,wezero,wezero is an online zero waste shop: We offer food and non food products to Barcelona inhabitants in returnable or biodegradable packaging with carbon-free deliveries.,"Ecommerce & Trade, Other types of licence",,EcommerceNBS (Nature Based Solutions) Pre-seed,Pre-seed,,, 2021,,9,http://startupshub.catalonia.com
1833,whakoom,"Whakoom helps to keep your collection always up to date. Control when new numbers appear in collections, forget about duplicates and plan purchases with wish list.",,,SportsCloud & Edge Computing Pre-seed,Pre-seed,,, 2013,,0,http://startupshub.catalonia.com
1834,whimed,Whimed is the largest marketplace of experts and personal shoppers in Spain and works in fashion and technology.,"Advertising, Ecommerce & Trade, Marketplace",,Fashion & DesignAI & Big Data Pre-seed,Pre-seed,,, 2014,,0,http://startupshub.catalonia.com
1835,whole genix,"Our company is a pioneer in translational medicine . Our company with attached professionals to provide genetic advice on projects of biotechnology, NGS data analysis, data mining, machine learning and personalized medicine.","Consultancy & Agency, R+D+I Services, Software licence",,HealthtechAI & Big Data Seed,Seed,,, 2014,,7,http://startupshub.catalonia.com
1836,wipass,,Subscription,,ICT & MobileNo technology assigned Pre-seed,Pre-seed,,, 2019,,2,http://startupshub.catalonia.com
1837,wictories,Our goal is to be the leaders in the field of online contests and to increasingly expand our gaming possibilities for users and promotion for sponsors.,Advertising,,Digital Content & MediaAI & Big Data Pre-seed,Pre-seed,,, 2018,,0,http://startupshub.catalonia.com
1838,wide eyes technologies,Deep learning and artificial intelligence technologies for the fashion industry,"R+D+I Services, Saas, Subscription",,Digital Content & MediaAI & Big DataAdtech Business Services & Software Ecommerce Fashion & Design AR/VR  Series A,Series A,,, 2013,,24,http://startupshub.catalonia.com
1839,widoit.com,Platform that establishes direct and intermediary-free contact between companies and professionals that need to transport their goods by road all over Europe and companies with the vehicles to do so.,,,Logistic TechNo technology assigned Undisclosed Funding,-,,, 2012,,4,http://startupshub.catalonia.com
1840,wild audience,Wildaudience helps companies build authentic relationships using marketing automation to grow.,"Advertising, Saas",,AdtechCloud & Edge Computing Undisclosed Funding,-,,, 2019,,0,http://startupshub.catalonia.com
1841,wildbytes,We generate World’s first immersive experiences and product ventures through creative uses of AR/VR/AI tech.,"Advertising, Consultancy & Agency, Development & Manufacturing, Saas, Subscription",,Digital Content & MediaAR/VR Pre-seed,Pre-seed,,, 2011,,5,http://startupshub.catalonia.com
1842,windowsight,"WindowSight is an app to stream visual art to your TV. Our mission is to revolutionize the art industry providing an accessible, digital and HQ art experience by bringing high quality digital artworks to homes worldwide.",,,Digital Content & MediaConnectivity Pre-seed,Pre-seed,,, 2012,,0,http://startupshub.catalonia.com
1843,wineissocial,"Wineissocial is a place at which to discover, learn about and enjoy wine easily, simply and in a fun way.",Ecommerce & Trade,,FoodtechAI & Big Data Series A,Series A,,, 2011,,13,http://startupshub.catalonia.com
1844,wisar,"Wisar represents the talent of highly skilled professionals with flexible working needs, matching their skills, knowledge and experience with a wide range of relevant on-demand projects and flexible job offers adapted to their work/life balance needs",Consultancy & Agency,,Business Services & SoftwareCloud & Edge Computing Seed,Seed,,, 2016,,0,http://startupshub.catalonia.com
1845,wish&fly,"Wish&Fly aims to offer the ultimate travel pack service tailored to the customer needs and budget,  which allows them to live an unforgettable experience at the same time.



We take advantage of our algorithms to gather,  process and optimize multiple travel data,  giving our customers a travel pack which enrolls them into surprise trip where they discover the final destination 48h before departing.","Ecommerce & Trade, R+D+I Services",,Traveltech & LeisureAI & Big Data Pre-seed,Pre-seed,,, 2017,,4,http://startupshub.catalonia.com
1846,wolorent,The rental platform for new generations of owners and tenants. Change the way you rent and live the experience.,,,ProptechAI & Big Data Undisclosed Funding,-,,, 2019,,0,http://startupshub.catalonia.com
1847,woman'sback,"We've designed and patented a backpack for women who had gone through berast cancer and want to do exercise and avoid developing lymphedema in the arm. Our backpacks are adapted in Barcelona.  We want to create a community of women, to help each other.","Development & Manufacturing, Ecommerce & Trade, Marketplace, Saas",,Fashion & DesignNo technology assigned Pre-seed,Pre-seed,,, 2018,,7,http://startupshub.catalonia.com
1848,wooda,Help the Digital Nomads to find their accommodation in Coliving around the world.,"Marketplace, Subscription",,ProptechCloud & Edge ComputingDigital Content & Media Community & Social network Traveltech & Leisure AR/VR AI & Big Data IoT & Sensors  Pre-seed,Pre-seed,,, 2021,,2,http://startupshub.catalonia.com
1849,woodys bcn,"Creation, production and marketing of glasses. Young and colorful design.","Development & Manufacturing, Ecommerce & Trade, Marketplace",,HealthtechAI & Big Data Pre-seed,Pre-seed,,, 2013,,12,http://startupshub.catalonia.com
1850,workdeck digital workplace,"This company has brought out an all-in-one software. A workspace and platform that increases the productivity and engagement of a company's employees. Artificial intelligence that improves decision-making at all levels, flexibility and control for remote work management, unprecedented automation to save time and money, etc.","Consultancy & Agency, Development & Manufacturing, Saas, Software licence",,Business Services & SoftwareCloud & Edge Computing Undisclosed Funding,-,,, 2021,,4,http://startupshub.catalonia.com
1851,workkola,"Workkola is a collaborative marketplace for experiential learning that connects students and startups on a project by project basis. We aim to bridge the gap between higher education and the startup world by pushing the boundaries of the traditional learning. We are creating a more realistic, integrated and cooperative relationship between both worlds.",Marketplace,,EdtechAI & Big Data Undisclosed Funding,-,,, 2016,,0,http://startupshub.catalonia.com
1852,workmeter,"WorkMeter is a productivity software that delivers objective data so employees can evaluate their own performance, better manage their time and view structural changes positively.  WorkMeter offers organisations an objective system that enables them to establish continuous improvement in work performance. It improves individual commitment and workplace motivation, allowing employees to see their individual contribution as well as that of the entire team.","Software licence, Other types of licence",,Business Services & SoftwareAI & Big Data Series A,Series A,,, 2011,,5,http://startupshub.catalonia.com
1853,worldcoo,"Worldcoo is the tech leading tool for funding high social impact projects and causes all over the world. Giving in just a click. Working with top ecommerce, online banking entities, and now physical POS & retailers, we have funded over 200 projects in more than 50 countries.","Consultancy & Agency, Marketplace",,Community & Social networkCloud & Edge Computing Series A,Series A,,, 2012,,11,http://startupshub.catalonia.com
1854,wosh,Laundry and dry cleaning on-line through app with pickup & delivery service with CO2 Zero Emissions.,Other types of licence,,EcommerceAI & Big Data Seed,Seed,,, 2019,,4,http://startupshub.catalonia.com
1855,wtswrng,"Mangrana is a scalable eHealth platform , WtsWrng is the first product and the first step of what will be virtual, universal and unlimited access to primary health like counselling to guide, care, monitor and educate citizens with common symptoms such cough, head or abdominal pain,  diarrea,  among others  ,  meanwhile capturing sociodemografic, habits, use of  medicines and symptoms behaviours information from worldwide citizens , without the need of using written or speaking language.","Other types of licence, Subscription",,GamingAI & Big DataBeauty & Personal care  Series A,Series A,,, 2014,,7,http://startupshub.catalonia.com
1856,x1 wind,X1wind is a technology-based company looking for smarter solutions to solve the climate challenge and to change the way we produce energy and radically minimize the impact we have on the environment.,,,Green & EnergytechAutomation Series A,Series A,,, 2017,,0,http://startupshub.catalonia.com
1857,xpertopolis,Marketplace to put in contact freelancers with companies that need their services,"Advertising, Marketplace, Saas",,Business Services & SoftwareAI & Big DataICT & Mobile  Pre-seed,Pre-seed,,, 2020,,5,http://startupshub.catalonia.com
1858,xceed dev spain,"Nightlife 3.0 Xceed is disrupting the nightlife industry by providing a cloud solution for both party-people –to browse and join events–, and venues –to manage and promote them better–.","Advertising, Marketplace, Saas, Software licence",,Traveltech & LeisureAI & Big DataAdtech Ecommerce Community & Social network  Series A,Series A,,, 2015,,22,http://startupshub.catalonia.com
1859,xkelet,XKELET want to change the paradigm of tradicional metode of post-traumatic and therapeutic fixed assets.,"Development & Manufacturing, R+D+I Services, Software licence, Subscription",,HealthtechAdditive manufacturingSports AI & Big Data IoT & Sensors Automation Digital Health Recycling & Recovery  Series A,Series A,,, 2015,,6,http://startupshub.catalonia.com
1860,y talentfy,Recruiting,"Marketplace, Software licence, Subscription",,Business Services & SoftwareAI & Big Data Seed,Seed,,, 2019,,3,http://startupshub.catalonia.com
1861,yado,"YADO is a marketplace that connects Users with Spaces that the users can go and work from. This Spaces are hotels, coworkings, restaurants, cafés, etc. We try to give a second life or use to Spaces that during a few hours are empty (like hotels common areas) and we do a push for the ""digital nomad"" or freelancer lifestyle. The coworking sector is increasing and it seems that the trend is that companies will hire more and more freelancers for projects and not hire them as employees.","Marketplace, Subscription",,Business Services & SoftwareAI & Big Data Pre-seed,Pre-seed,,, 2019,,5,http://startupshub.catalonia.com
